Из xml,Класс страницы,Тип страницы,Назначение,"URL красивый, читаемый и привлекательный",Название страницы,Код ответа,Закрыта от индекса,туров на 18.10.25,коммент
https://youtravel.me/tours/region/крым/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/крым/month-jun,Туры в Крым в июне,200,,#N/A,
https://youtravel.me/tours/region/крым/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/крым/month-mar,Туры в Крым в марте,200,,#N/A,
https://youtravel.me/tours/region/крым/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/крым/month-may,Туры в Крым в мае,200,,#N/A,
https://youtravel.me/tours/region/крым/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/крым/month-nov,Туры в Крым в ноябре,200,,#N/A,
https://youtravel.me/tours/region/крым/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/крым/month-oct,Туры в Крым в октябре,200,,#N/A,
https://youtravel.me/tours/region/крым/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/крым/month-sep,Туры в Крым в сентябре,200,,#N/A,
https://youtravel.me/tours/region/%D1%82%D0%B0%D0%B3%D0%B0%D0%BD%D0%B0%D0%B9,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/таганай,Туры на Таганай,200,,4,
https://youtravel.me/tours/region/таганай/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/таганай/month-apr,Туры на Таганай в апреле,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/таганай/month-aug,Туры на Таганай в августе,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/таганай/month-dec,Туры на Таганай в декабре,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/таганай/month-feb,Туры на Таганай в феврале,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/таганай/month-jan,Туры на Таганай в январе,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/таганай/month-jul,Туры на Таганай в июле,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/таганай/month-jun,Туры на Таганай в июне,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/таганай/month-mar,Туры на Таганай в марте,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/таганай/month-may,Туры на Таганай в мае,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/таганай/month-nov,Туры на Таганай в ноябре,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/таганай/month-oct,Туры на Таганай в октябре,200,,#N/A,
https://youtravel.me/tours/region/таганай/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/таганай/month-sep,Туры на Таганай в сентябре,200,,#N/A,
https://youtravel.me/tours/region/таганай/type-trekking,регионы,SEO-фильтр,Типы - треккинг,https://youtravel.me/tours/region/таганай/type-trekking,Походы на Таганае,200,,#N/A,
https://youtravel.me/tours/region/abruzzo,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/abruzzo,Туры в Абруццо,200,,#N/A,
https://youtravel.me/tours/region/adchara,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/adchara,Туры в Аджарию,200,,48,
https://youtravel.me/tours/region/adchara/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/adchara/month-apr,Туры в Аджарию в апреле,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/adchara/month-aug,Туры в Аджарию в августе,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/adchara/month-dec,Туры в Аджарию в декабре,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/adchara/month-feb,Туры в Аджарию в феврале,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/adchara/month-jan,Туры в Аджарию в январе,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-jul,регионы,SEO-фильтр,Месяцы - июль,https://youtravel.me/tours/region/adchara/month-jul,Туры в Аджарию в июле,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-jun,регионы,SEO-фильтр,Месяцы - июнь,https://youtravel.me/tours/region/adchara/month-jun,Туры в Аджарию в июне,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-mar,регионы,SEO-фильтр,Месяцы - март,https://youtravel.me/tours/region/adchara/month-mar,Туры в Аджарию в марте,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-may,регионы,SEO-фильтр,Месяцы+праздники - май+майские,https://youtravel.me/tours/region/adchara/month-may,Туры в Аджарию в мае,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-nov,регионы,SEO-фильтр,Месяцы - ноябрь,https://youtravel.me/tours/region/adchara/month-nov,Туры в Аджарию в ноябре,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-oct,регионы,SEO-фильтр,Месяцы - октябрь,https://youtravel.me/tours/region/adchara/month-oct,Туры в Аджарию в октябре,200,,#N/A,
https://youtravel.me/tours/region/adchara/month-sep,регионы,SEO-фильтр,Месяцы - сентябрь,https://youtravel.me/tours/region/adchara/month-sep,Туры в Аджарию в сентябре,200,,#N/A,
https://youtravel.me/tours/region/adchara/type-rafting,регионы,SEO-фильтр,Типы - рафтинг,https://youtravel.me/tours/region/adchara/type-rafting,Сплавы по рекам Аджарии,200,,#N/A,
https://youtravel.me/tours/region/alpy,регионы,регионы,Целевая страница каталога,https://youtravel.me/tours/region/alpy,Туры в Альпы,200,,9,
https://youtravel.me/tours/region/alpy/month-apr,регионы,SEO-фильтр,Месяцы - апрель,https://youtravel.me/tours/region/alpy/month-apr,Туры в Альпы в апреле,200,,#N/A,
https://youtravel.me/tours/region/alpy/month-aug,регионы,SEO-фильтр,Месяцы - август,https://youtravel.me/tours/region/alpy/month-aug,Туры в Альпы в августе,200,,#N/A,
https://youtravel.me/tours/region/alpy/month-dec,регионы,SEO-фильтр,Месяцы - декабрь,https://youtravel.me/tours/region/alpy/month-dec,Туры в Альпы в декабре,200,,#N/A,
https://youtravel.me/tours/region/alpy/month-feb,регионы,SEO-фильтр,Месяцы - февраль,https://youtravel.me/tours/region/alpy/month-feb,Туры в Альпы в феврале,200,,#N/A,
https://youtravel.me/tours/region/alpy/month-jan,регионы,SEO-фильтр,Месяцы - январь,https://youtravel.me/tours/region/alpy/month-jan,Туры в Альпы в январе,200,,#N/A,
